CODE	CIM.CMA	NIVEAU	DIAG	LISTE_RACINE	LIBELLE
G932	G93.2	2	897	-	HYPERTENSION INTRACRAN. BENIGNE
G934	G93.4	2	382	-	ENCEPHALOPATHIE, SAI
G935	G93.5	2	271	-	COMPRESSION DU CERVEAU
G936	G93.6	2	225	-	OEDEME CEREB. 
G937	G93.7	2	384	-	SYND. DE REYE 
G938	G93.8	2	627	-	AFF. PREC. DU CERVEAU, NCA
G948	G94.8	2	1039	-	AFF. PREC. DU CERVEAU AVEC MAL. CL. AILL., NCA 
G950	G95.0	2	550	-	SYRINGOMYELIE ET SYRINGOBULBIE 
G951	G95.1	2	550	-	MYELOPATHIES VASC.
G958	G95.8	2	730	-	AFF. PREC. DE LA MOELLE EP., NCA
G970	G97.0	2	144	-	ECOULEMENT DU LIQUIDE CEPHALORACH. APRES RACHICENTESE 
G971	G97.1	2	144	-	REAC. IIRE. A UNE RACHICENTESE, NCA
G972	G97.2	2	986	-	HYPOTENSION INTRACRAN. SUITE A UN PONTAGE VENTRICULAIRE 
G990	G99.0	2	646	-	NEUROPATHIE SYST. NERV. AUTONOME AVEC MAL. 
H000	H00.0	2	299	-	ORGELET ET AUTRES INFL. PROF. DE LA PAUPIERE 
H010	H01.0	2	608	-	BLEPHARITE
H050	H05.0	2	202	5	INFL. AIG. DE L'ORBITE 
H051	H05.1	2	202	-	AFF. INFL. CHRON. DE L'ORBITE 
H055	H05.5	2	608	-	RETENTION DE C.E. IIRE. A UNE PLAIE PENETRANTE DE L'ORBITE
H061	H06.1	2	608	-	INFECT. PARASIT. DE L'ORBITE AVEC MAL. CL. AILL.
H160	H16.0	2	608	5	ULCERE DE LA CORNEE 
H161	H16.1	2	608	-	KERATITES SUPERF. SANS CONJONCTIVITE, NCA
H162	H16.2	2	608	-	KERATOCONJONCTIVITE 
H163	H16.3	2	608	5	KERATITE INTERST. ET PROF. 
H164	H16.4	2	608	-	NEOVASCULARISATION CORNEENNE
H168	H16.8	2	608	-	KERATITES, NCA
H169	H16.9	2	608	-	KERATITE, SAI 
H191	H19.1	2	123	-	KERATITE ET KERATOCONJONCTIVITE DUES AU VIRUS DE 
H192	H19.2	2	123	5	KERATITE, KERATOCONJ. AVEC AUTRES MAL. INFECT. ET PARASIT. 
H193	H19.3	2	123	-	KERATITE ET KERATOCONJONCTIVITE AVEC AUTRES MAL. CL. AILL.
H340	H34.0	2	135	-	OCCLUSION TRANSIT. DE L'ART. DE LA RETINE
H341	H34.1	2	135	-	OCCLUSION DE L'ART. CENTRALE DE LA RETINE 
H342	H34.2	2	135	-	OCCLUSIONS DE L'ART. DE LA RETINE, NCA 
H350	H35.0	2	608	-	RETINOPATHIES ET ALTERATIONS VASC. RETINIENNES, NCA 
H360	H36.0	2	233	-	RETINOPATHIE DIABETIQUE 
H368	H36.8	2	640	-	AFF. RETINIENNES NCA, AVEC MAL. CL. AILL.
H440	H44.0	2	324	5	ENDOPHTALMIE PURULENTE 
H441	H44.1	2	608	5	ENDOPHTALMIES, NCA
H451	H45.1	2	608	5	ENDOPHTALMIE AVEC MAL. CL. AILL.
H471	H47.1	2	118	-	OEDEME PAPILLAIRE, SAI
H490	H49.0	2	608	-	PARALYSIE DU NERF MOTEUR OCULAIRE COMMUN
H492	H49.2	2	608	-	PARALYSIE DU NERF MOTEUR OCULAIRE EXT.
H493	H49.3	2	608	-	OPHTALMOPLEGIE TOTALE 
H540	H54.0	2	510	-	CECITE BINOCULAIRE
H541	H54.1	2	510	-	DEFIC. VISUELLE SEVERE, BINOCULAIRE 
H601	H60.1	2	753	-	CELLULITE PHLEGMONEUSE DE L'OREILLE EXT. 
H602	H60.2	2	129	-	OTITE EXT. MALIGNE
H700	H70.0	2	664	-	MASTOIDITE AIG.
H701	H70.1	2	664	-	MASTOIDITE CHRON.
H702	H70.2	2	664	-	APEXITE
H708	H70.8	2	664	-	MASTOIDITES ET AFF. APPARENTEES, NCA
H709	H70.9	2	664	-	MASTOIDITE, SAI
H750	H75.0	2	664	-	MASTOIDITE AVEC MAL. INFECT. ET PARASIT. CL. AILL.
H812	H81.2	2	712	-	NEURONITE VESTIBULAIRE
H830	H83.0	2	712	-	LABYRINTHITE
H831	H83.1	2	712	-	FISTULE LABYRINTHIQUE
H912	H91.2	2	265	-	PERTE AUDITIVE SOUDAINE IDIOP.
H951	H95.1	2	146	-	AFF. SURVENANT APRES MASTOIDECTOMIE, NCA
I110	I11.0	2	605	9	CARDIOPATHIE HYPERTENSIVE, AVEC INSUF. CARD.
I130	I13.0	2	261	9	CARDIONEPHROPATHIE HYPERTENSIVE, AVEC INSUF. CARD. 
I131	I13.1	2	261	37	CARDIONEPHROPATHIE HYPERTENSIVE, AVEC INSUF. RENALE 
I132	I13.2	2	261	9	CARDIONEPHROPATHIE HYPERTENSIVE, AVEC INSUF. CARD. ET 
I139	I13.9	2	938	37	CARDIONEPHROPATHIE HYPERTENSIVE, SAI
I200	I20.0	2	1008	37	ANGINE DE POITRINE INSTABLE
I2108	I21.08	2	892	37	INFARCTUS DU MYOCARDE ANT., AUTRES P.E.C. 
I2118	I21.18	2	892	37	INFARCTUS DU MYOCARDE INF., AUTRES P.E.C. 
I2128	I21.28	2	892	37	INFARCTUS DU MYOCARDE D'AUTRES LOC., AUTRES P.E.C. 
I2138	I21.38	2	892	37	INFARCTUS DU MYOCARDE DE LOC. SAI, AUTRES P.E.C.
I2148	I21.48	2	892	37	INFARCTUS SOUS-ENDOCARDIQUE, AUTRES P.E.C.
I2198	I21.98	2	892	37	INFARCTUS DU MYOCARDE SAI, AUTRES P.E.C.
I2208	I22.08	2	330	37	INFARCTUS DU MYOCARDE A REPETITION ANT., AUTRES P.E.C. 
I2218	I22.18	2	330	37	INFARCTUS DU MYOCARDE A REPETITION INF., AUTRES P.E.C.
I2288	I22.88	2	330	37	INFARCTUS DU MYOCARDE A REPETITION D'AUTRES LOC., AUTRES 
I2298	I22.98	2	330	37	INFARCTUS A REPETITION DE LOC. SAI, AUTRES P.E.C.
I230	I23.0	2	630	37	HEMOPERICARDE COMPLIQ. UN INFARCTUS
I231	I23.1	2	630	37	C.I.A. COMPLIQ. UN INFARCTUS
I232	I23.2	2	630	37	C.I.V. COMPLIQ. UN INFARCTUS
I233	I23.3	2	630	37	RUPTURE DE LA PAROI CARD. SANS HEMOPERICARDE COMPLIQ. 
I234	I23.4	2	630	37	RUPTURE DES CORDAGES TENDINEUX COMPLIQ. UN INFARCTUS
I235	I23.5	2	630	37	RUPTURE DU MUSCLE PAPILLAIRE COMPLIQ. UN INFARCTUS
I238	I23.8	2	630	37	COMPLIC. RECENTES D'UN INFARCTUS AIG. DU MYOCARDE, NCA
I240	I24.0	2	428	37	THROMBOSE CORONAIRE N'ENTRAINANT PAS UN INFARCTUS DU 
I270	I27.0	2	334	37	HYPERTENSION PULM.
I272	I27.2	2	870	37	AUTRES HYPERTENSIONS PULM. SECOND.
I278	I27.8	2	870	37	AFF. CARDIOPULMONAIRES PREC., NCA 
I279	I27.9	2	992	37	AFF. CARDIOPULMONAIRE, SAI
I300	I30.0	2	587	37	PERICARDITE IDIOP. AIG. NON SPECIFIQUE
I301	I30.1	2	744	37	PERICARDITE INFECT.
I308	I30.8	2	587	37	PERICARDITE AIG., NCA
I309	I30.9	2	610	37	PERICARDITE AIG., SAI
I310	I31.0	2	263	37	PERICARDITE ADHESIVE CHRON. 
I311	I31.1	2	263	37	PERICARDITE CONSTRICTIVE CHRON.
I313	I31.3	2	700	37	EPANCHEMENT PERICARDIQUE 
I318	I31.8	2	263	37	MAL. PREC. DU PERICARDE, NCA
I319	I31.9	2	886	37	MAL. DU PERICARDE, SAI
I320	I32.0	2	1023	37	PERICARDITE AVEC MAL. BACT. CL. AILL. 
I321	I32.1	2	1023	37	PERICARDITE AVEC AUTRES MAL. INFECT. ET PARASIT. CL. AILL. 
I328	I32.8	2	530	37	PERICARDITE AVEC AUTRES MAL. CL. AILL.
I400	I40.0	2	140	37	MYOCARDITE INFECT.
I401	I40.1	2	140	37	MYOCARDITE ISOLEE
I408	I40.8	2	140	37	MYOCARDITES AIG., NCA
I409	I40.9	2	37	37	MYOCARDITE AIG., SAI 
I410	I41.0	2	181	37	MYOCARDITE AVEC MAL. BACT. CL. AILL. 
I411	I41.1	2	181	37	MYOCARDITE AVEC MAL. VIRALES CL. AILL.
I412	I41.2	2	181	37	MYOCARDITE AVEC AUTRES MAL. INFECT. ET PARASIT. CL. AILL. 
I418	I41.8	2	181	37	MYOCARDITE AVEC AUTRES MAL. CL. AILL.
I426	I42.6	2	820	37	MYOCARDIOPATHIE ALCOOLIQUE
I442	I44.2	2	987	37	BLOC AURICULOVENTRICULAIRE COMP.
I455	I45.5	2	891	37	AUTRE BLOC CARD. PREC.
I461	I46.1	2	150	37	MORT CARD. SUBITE, DECRITE AINSI
I469	I46.9	2	150	37	ARRET CARD., SAI 
I480	I48.0	2	598	37	FIBRILLATION AURICULAIRE PAROXYSTIQUE
I481	I48.1	2	598	37	FIBRILLATION AURICULAIRE PERSISTANTE 
I482	I48.2	2	598	37	FIBRILLATION AURICULAIRE CHRONIQUE 
I483	I48.3	2	598	37	FLUTTER AURICULAIRE TYPIQUE
I484	I48.4	2	598	37	FLUTTER AURICULAIRE ATYPIQUE
I489	I48.9	2	598	37	FIBRILLATION ET FLUTTER AURICULAIRES, SAI
I490	I49.0	2	643	37	FIBRILLATION ET FLUTTER VENTRICULAIRES 
I500	I50.0	2	772	9	INSUF. CARD. CONGESTIVE
I501	I50.1	2	772	9	INSUF. VENTRICULAIRE GAUCHE 
I509	I50.9	2	772	9	INSUF. CARD., SAI
I513	I51.3	2	505	37	THROMBOSE INTRACARDIAQUE, NCA 
I514	I51.4	2	939	37	MYOCARDITE, SAI
I600	I60.0	2	563	-	HEMORR. /S-ARACHN. DE LA BIFURCATION ET DU SIPHON 
I601	I60.1	2	563	-	HEMORR. /S-ARACHN. DE L'ART. CEREB. MOY.
I602	I60.2	2	563	-	HEMORR. /S-ARACHN. DE L'ART. COMMUNICANTE ANT.
I603	I60.3	2	563	-	HEMORR. /S-ARACHN. DE L'ART. COMMUNICANTE POST. 
I604	I60.4	2	563	-	HEMORR. /S-ARACHN. DE L'ART. BASILAIRE 
I605	I60.5	2	563	-	HEMORR. /S-ARACHN. DE L'ART. VERTEB.
I606	I60.6	2	563	-	HEMORR. /S-ARACHN. D'AUTRES ART. INTRACRAN.
I607	I60.7	2	563	-	HEMORR. /S-ARACHN. D'UNE ART. INTRACRAN., SAI
I608	I60.8	2	563	-	HEMORR. /S-ARACHN., NCA
I609	I60.9	2	563	-	HEMORR. /S-ARACHN., SAI
I639	I63.9	2	509	-	INFARCTUS CEREB., SAI
I64	I64	2	931	-	ACCID. VASC. CEREB., NON PREC. COMME ETANT HEMORR. OU 
I650	I65.0	2	728	-	STENOSE DE L'ART. VERTEB.
I651	I65.1	2	728	-	STENOSE DE L'ART. BASILAIRE
I660	I66.0	2	1024	-	STENOSE DE L'ART. CEREB. MOY.
I661	I66.1	2	1024	-	STENOSE DE L'ART. CEREB. ANT. 
I662	I66.2	2	1024	-	STENOSE DE L'ART. CEREB. POST.
I663	I66.3	2	1024	-	STENOSE DES ART. CEREBELLEUSES
I664	I66.4	2	1024	-	STENOSE DES ART. CEREB., MULT. ET BILAT.
I668	I66.8	2	1024	-	STENOSE D'UNE AUTRE ART. CEREB. 
I669	I66.9	2	1024	-	STENOSE D'UNE ART. CEREB., SAI
I673	I67.3	2	494	-	LEUCO-ENCEPHALOPATHIE VASC. PROGRESSIVE
I674	I67.4	2	400	-	ENCEPHALOPATHIE HYPERTENSIVE
I675	I67.5	2	873	-	MAL. DE MOYAMOYA 
I680	I68.0	2	425	-	ANGIOPATHIE AMYLOIDE CEREB. 
I682	I68.2	2	425	-	ARTERITE CEREB. AVEC AUTRES MAL. CL. AILL. 
I688	I68.8	2	425	-	TBL. CEREBROVASC. NCA, AVEC MAL. CL. AILL.
I701	I70.1	2	267	-	ATHEROSCLEROSE DE L'ART. RENALE
I710	I71.0	2	815	-	DISSECTION DE L'AORT.
I711	I71.1	2	815	-	ANEVRISME AORT. THOR., ROMPU 
I713	I71.3	2	815	-	ANEVRISME AORT. ABDO., ROMPU 
I715	I71.5	2	815	-	ANEVRISME AORT. THORACO-ABDO., ROMPU 
I718	I71.8	2	815	-	ANEVRISME AORT. DE LOC. SAI, ROMPU
I720	I72.0	2	520	-	ANEVRISME ET DISSECTION DE L'ART. CAROTIDE
I721	I72.1	2	520	-	ANEVRISME ET DISSECTION DES ART. DU MB. SUP.
I722	I72.2	2	520	-	ANEVRISME ET DISSECTION DES ART. RENALES 
I723	I72.3	2	520	-	ANEVRISME ET DISSECTION DE L'ART. ILIAQUE
I724	I72.4	2	520	-	ANEVRISME ET DISSECTION DES ART. DU MB. INF. 
I725	I72.5	2	520	-	ANEVRISME ET DISSECTION D'AUTRES ART. PRECEREBRALES
I726	I72.6	2	520	-	ANEVRISME ET DISSECTION DE L'ART. VERTEBRALE
I728	I72.8	2	520	-	ANEVRISME ET DISSECTION D'AUTRES ART. PREC.
I740	I74.0	2	910	-	EMBOLIE ET THROMBOSE DE L'AORT. ABDO.
I741	I74.1	2	910	-	EMBOLIE ET THROMBOSE DE PARTIES DE L'AORT., NCA OU SAI
I742	I74.2	2	910	-	EMBOLIE ET THROMBOSE DES ART. DES MB. SUP.
I743	I74.3	2	910	-	EMBOLIE ET THROMBOSE DES ART. DES MB. INF.
I744	I74.4	2	250	-	EMBOLIE ET THROMBOSE DES ART. DISTALES, SAI 
I745	I74.5	2	910	-	EMBOLIE ET THROMBOSE DE L'ART. ILIAQUE
I748	I74.8	2	250	-	EMBOLIE ET THROMBOSE D'AUTRES ART.
I792	I79.2	2	204	-	ANGIOPATHIE PERIPH. AVEC MAL. CL. AILL. 
I800	I80.0	2	861	-	PHLEBITE ET THROMBOPHLEBITE DES VEINES SUPERF. DES MB. 
I803	I80.3	2	861	-	PHLEBITE ET THROMBOPHLEBITE DES MB. INF., SAI
I808	I80.8	2	745	-	PHLEBITE ET THROMBOPHLEBITE D'AUTRES LOC. 
I809	I80.9	2	861	-	PHLEBITE ET THROMBOPHLEBITE DE LOC. SAI
I81	I81	2	854	-	THROMBOSE DE LA VEINE PORTE
I820	I82.0	2	207	-	SYND. DE BUDD-CHIARI 
I821	I82.1	2	525	-	THROMBOPHLEBITE MIGRATRICE
I823	I82.3	2	525	-	EMBOLIE ET THROMBOSE DE LA VEINE RENALE 
I828	I82.8	2	525	-	EMBOLIE ET THROMBOSE D'AUTRES VEINES PREC. 
I829	I82.9	2	680	-	EMBOLIE ET THROMBOSE D'UNE VEINE SAI 
I830	I83.0	2	674	-	VARICES ULCEREES 
I831	I83.1	2	674	-	VARICES DES MB. INF., AVEC INFL. 
I850	I85.0	2	303	-	VARICES OESOPHAGIENNES HEMORR.
I890	I89.0	2	441	-	LYMPHOEDEME, NCA 
I891	I89.1	2	74	-	LYMPHANGITE 
I898	I89.8	2	716	-	ATTEINTES NON INFECT. PREC. DES VSSX. ET DES GGL. LYMPH., 
I950	I95.0	2	408	-	HYPOTENSION IDIOP.
I951	I95.1	2	64	-	HYPOTENSION ORTHOSTATIQUE
I952	I95.2	2	408	-	HYPOTENSION MEDICAM.
I970	I97.0	2	999	-	SYND. POST-CARDIOTOMIE
I971	I97.1	2	239	-	TBL. FCT. APRES CHIRURGIE CARD., NCA
I972	I97.2	2	786	-	LYMPHOEDEME APRES MASTECTOMIE
I981	I98.1	2	518	-	TBL. CARDIO-VASC. AVEC AUTRES MAL. INFECT. ET PARASIT. CL. 
I983	I98.3	2	1042	-	VARICES OESOPHAGIENNES HEMORRAGIQUES AVEC MAL. CL. AILL.
J012	J01.2	2	609	-	SINUSITE ETHMOIDALE AIG.
J013	J01.3	2	609	-	SINUSITE SPHENOIDALE AIG.
J014	J01.4	2	609	-	PANSINUSITE AIG. 
J050	J05.0	2	205	-	LARYNGITE OBSTRU.
J051	J05.1	2	205	-	EPIGLOTTITE AIG. OU SAI
J09	J09	2	687	-	GRIPPE, A VIRUS GRIPPAL ZOONOTIQUE OU PANDÉMIQUE 
J100	J10.0	2	687	-	GRIPPE AVEC PNEUMOPATHIE, VIRUS GRIPPAL SAISONNIER 
J110	J11.0	2	333	-	GRIPPE AVEC PNEUMOPATHIE, VIRUS NON IDENTIFIE 
J120	J12.0	2	210	-	PNEUMOPATHIE ADENOVIRALE
J121	J12.1	2	210	-	PNEUMOPATHIE DUE AU VIRUS RESP. SYNCYTIAL 
J122	J12.2	2	210	-	PNEUMOPATHIE DUE AU VIRUS PARAGRIPPAUX
J123	J12.3	2	210	-	PNEUMONIE DUE A METAPNEUMOVIRUS HUMAIN
J128	J12.8	2	210	-	AUTRES PNEUMOPATHIES VIRALES 
J157	J15.7	2	243	-	PNEUMOPATHIE DUE A MYCOPLASMA PNEUMONIAE
J159	J15.9	2	243	-	PNEUMOPATHIE BACT., SAI 
J170	J17.0	2	766	-	PNEUMOPATHIE AVEC MAL. BACT. CL. AILL.
J180	J18.0	2	655	-	BRONCHOPNEUMOPATHIE, SAI
J181	J18.1	2	655	-	PNEUMOPATHIE LOBAIRE, SAI
J182	J18.2	2	655	-	PNEUMOPATHIE HYPOSTATIQUE, SAI 
J188	J18.8	2	655	-	PNEUMOPATHIES NCA, MICRO-ORG. SAI
J189	J18.9	2	655	-	PNEUMOPATHIE, SAI
J200	J20.0	2	13	-	BRONCHITE AIG. DUE A MYCOPLASMA PNEUMONIAE
J202	J20.2	2	13	-	BRONCHITE AIG. DUE A DES STEPTO.
J203	J20.3	2	13	-	BRONCHITE AIG. DUE AU VIRUS COXSACKIE
J204	J20.4	2	13	-	BRONCHITE AIG. DUE AUX VIRUS PARAGRIPPAUX
J205	J20.5	2	13	-	BRONCHITE AIG. DUE AU VIRUS RESP. SYNCYTIAL 
J206	J20.6	2	13	-	BRONCHITE AIG. DUE A DES RHINOVIRUS
J207	J20.7	2	13	-	BRONCHITE AIG. DUE A DES VIRUS ECHO
J208	J20.8	2	13	-	BRONCHITE AIG. DUE A D'AUTRES MICRO-ORG. PREC.
J209	J20.9	2	13	-	BRONCHITE AIG., SAI
J210	J21.0	2	1017	-	BRONCHIOLITE AIG. DUE AU VIRUS RESP. SYNCYTIAL 
J211	J21.1	2	1017	-	BRONCHIOLITE AIG. DUE A METAPNEUMOVIRUS HUMAIN
J218	J21.8	2	1017	-	BRONCHIOLITE AIG. DUE A D'AUTRES MICRO-ORG. PREC.
J219	J21.9	2	1017	-	BRONCHIOLITE, SAI
J370	J37.0	2	521	-	LARYNGITE CHRON. 
J371	J37.1	2	521	-	LARYNGO-TRACHEITE CHRON.
J380	J38.0	2	961	-	PARALYSIE DES CORDES VOCALES ET DU LARYNX
J390	J39.0	2	451	-	ABCES PARAPHARYNGE ET RETROPHARYNGE
J391	J39.1	2	451	-	ABCES DU PHARYNX, NCA
J411	J41.1	2	223	36	BRONCHITE CHRON. MUCOPURULENTE
J441	J44.1	2	594	36	MAL. PULM. OBSTRU. CHRON. AVEC EPISODES AIG., SAI
J47	J47	2	93	36	BRONCHECTASIE 
J680	J68.0	2	328	36	BRONCHITE ET PNEUMOPATHIE DUES A INHAL. AGENTS CHIM.
J681	J68.1	2	328	36	OEDÈME DU POUMON DÛ À INHAL AGENTS CHIM
J691	J69.1	2	868	36	PNEUMOPATHIE DUE A DES HUILES ET DES ESSENCES 
J700	J70.0	2	145	36	AFF. PULM. AIG. DUES A UNE IRRAD.
J82	J82	2	611	36	EOSINOPHILIE PULM., NCA 
J840	J84.0	2	713	36	PNEUMOPATHIES ALVEOLAIRES ET PARIETO-ALVEOLAIRES 
J841	J84.1	2	713	36	AFF. PULM. INTERST. AVEC FIBROSE, NCA
J848	J84.8	2	713	36	AFF. PULM. INTERST. PREC., NCA
J90	J90	2	555	36	EPANCHEMENT PLEURAL, NCA
J91	J91	2	879	36	EPANCHEMENT PLEURAL AVEC MAL. CL. AILL.
J930	J93.0	2	131	36	PNEUMOTHORAX SPONT. AVEC PRESSION POSITIVE 
J931	J93.1	2	131	36	PNEUMOTHORAX SPONT., NCA
J938	J93.8	2	131	36	PNEUMOTHORAX, NCA
J939	J93.9	2	131	36	PNEUMOTHORAX, SAI
J941	J94.1	2	962	36	FIBROTHORAX 
J948	J94.8	2	237	36	AFF. PLEURALES PREC., NCA
J951	J95.1	2	764	-	INSUF. PULM. AIG. CONSEC. A UNE ITV. CHIR. THOR.
J952	J95.2	2	764	-	INSUF. PULM. AIG. CONSEC. A UNE ITV. CHIR. NON THOR.
J953	J95.3	2	764	-	INSUF. PULM. CHRON. CONSEC. A UNE ITV. CHIR.
J954	J95.4	2	764	-	SYND. DE MENDELSON
J955	J95.5	2	25	-	STENOSE SOUS-GLOTTIQUE APRES UN ACTE 
J961	J96.1	2	190	36	INSUF. RESP. CHRON.
J961+0	J96.1+0	2	190	36	INSUF. RESP. CHRON. OBSTRU. 
J961+1	J96.1+1	2	190	36	INSUF. RESP. CHRON. RESTRI.
J9610	J96.10	2	190	36	INSUF. RESP. CHRON. TYPE I 
J96100	J96.100	2	190	36	INSUF. RESP. CHRON. OBSTRU. TYPE I
J96101	J96.101	2	190	36	INSUF. RESP. CHRON. RESTRI. TYPE I 
J9611	J96.11	2	190	36	INSUF. RESP. CHRON. TYPE II
J96110	J96.110	2	190	36	INSUF. RESP. CHRON. OBSTRU. TYPE II 
J96111	J96.111	2	190	36	INSUF. RESP. CHRON. RESTRI. TYPE II
J9619	J96.19	2	190	36	INSUF. RESP. CHRON., TYPE NON PRECISE
J96190	J96.190	2	190	36	INSUF. RESP. CHRON. OBSTRU., TYPE NON PRECISE
J96191	J96.191	2	190	36	INSUF. RESP. CHRON. RESTRI., TYPE NON PRECISE
J969	J96.9	2	791	36	INSUF. RESP., SAI
J9690	J96.90	2	791	36	INSUF. RESP. SAI, TYPE I
J9691	J96.91	2	791	36	INSUF. RESP. SAI, TYPE II 
J9699	J96.99	2	791	36	INSUF. RESP. SAI, TYPE NON PRECISE
J981	J98.1	2	639	36	COLLAPSUS PULM.
J982	J98.2	2	493	36	EMPHYSEME INTERST.
J983	J98.3	2	103	36	EMPHYSEME COMPENSATEUR
K040	K04.0	2	332	-	PULPITE
K041	K04.1	2	332	-	NECROSE PULPAIRE 
K044	K04.4	2	332	-	PERIODONTITE APICALE AIG.
K046	K04.6	2	486	-	ABCES PERIAPICAL AVEC FISTULE 
K047	K04.7	2	486	-	ABCES PERIAPICAL SANS FISTULE OU SAI 
K052	K05.2	2	705	-	PERIODONTITE AIG.
K102	K10.2	2	1029	-	AFF. INFL. DES MACHOIRES 
K103	K10.3	2	774	-	ALVEOLITE DES MACHOIRES
K112	K11.2	2	438	-	SIALOADENITE
K122	K12.2	2	799	-	PHLEGMON ET ABCES DE LA BOUCHE
K123	K12.3	2	799	-	MUCITE BUCCALE
K140	K14.0	2	697	-	GLOSSITE 
K20	K20	2	746	-	OESOPHAGITE 
K221	K22.1	2	900	-	ULCERE DE L'OESOPHAGE
K222	K22.2	2	80	-	OBSTRU. DE L'OESOPHAGE
K225	K22.5	2	900	-	DIVERTICULE ACQUIS DE L'OESOPHAGE 
K230	K23.0	2	946	-	OESOPHAGITE TUBERC.
K231	K23.1	2	548	-	MEGA-OESOPHAGE AVEC LA MAL. DE CHAGAS
K253	K25.3	2	528	13	ULCERE DE L'ESTOMAC AIG., SANS HEMORR. NI PERFO. 
K255	K25.5	2	528	13	ULCERE DE L'ESTOMAC CHRON. OU SAI, AVEC PERFO.
K256	K25.6	2	337	13	ULCERE DE L'ESTOMAC CHRON. OU SAI, AVEC HEMORR. ET PERFO.
K263	K26.3	2	528	13	ULCERE DU DUODENUM AIG., SANS HEMORR. NI PERFO. 
K274	K27.4	2	57	13	ULCERE DIG., DE SIEGE SAI, CHRON. OU SAI, AVEC HEMORR. 
K275	K27.5	2	57	13	ULCERE DIG., DE SIEGE SAI, CHRON. OU SAI, AVEC PERFO.
K276	K27.6	2	57	13	ULCERE DIG., DE SIEGE SAI, CHRON. OU SAI, AVEC HEMORR. ET 
K291	K29.1	2	439	-	GASTRITES AIG., NCA
K292	K29.2	2	731	-	GASTRITE ALCOOLIQUE 
K298	K29.8	2	439	-	DUODENITE
K310	K31.0	2	119	-	DILATATION AIG. DE L'ESTOMAC
K311	K31.1	2	119	-	STENOSE PYLORIQUE
K312	K31.2	2	119	-	ESTOMAC EN SABLIER ET STENOSE DE L'ESTOMAC
K313	K31.3	2	119	-	SPASME DU PYLORE, NCA
K314	K31.4	2	119	-	DIVERTICULE GASTRIQUE
K352	K35.2	2	517	11	APPENDICITE AIG. AVEC PERITONITE GENERALISEE
K353	K35.3	2	517	11	APPENDICITE AIG. AVEC PERITONITE LOCALISEE 
K400	K40.0	2	326	-	HERNIE INGUINALE BILAT., AVEC OCCLUSION, SANS GANGRENE
K401	K40.1	2	326	-	HERNIE INGUINALE BILAT., AVEC GANGRENE
K403	K40.3	2	326	-	HERNIE INGUINALE, SAI, AVEC OCCLUSION, SANS GANGRENE
K404	K40.4	2	326	-	HERNIE INGUINALE, SAI, AVEC GANGRENE
K410	K41.0	2	326	-	HERNIE CRURALE BILAT., AVEC OCCLUSION, SANS GANGRENE
K411	K41.1	2	1004	-	HERNIE CRURALE BILAT., AVEC GANGRENE
K413	K41.3	2	326	-	HERNIE CRURALE, SAI, AVEC OCCLUSION, SANS GANGRENE 
K414	K41.4	2	1004	-	HERNIE CRURALE, SAI, AVEC GANGRENE
K420	K42.0	2	159	-	HERNIE OMBILICALE, AVEC OCCLUSION, SANS GANGRENE
K430	K43.0	2	869	-	EVENTRATION POST-OP, AVEC OCCLUSION, SANS GANGRENE
K433	K43.3	2	869	-	HERNIE PERIST., AVEC OCCLUSION, SANS GANGRENE
K436	K43.6	2	869	-	HERNIE DE LA PAROI ABDO. ANT., AVEC OCCLUSION, SANS 
K440	K44.0	2	277	-	HERNIE DIAPHRAGMATIQUE, AVEC OCCLUSION, SANS GANGRENE
K441	K44.1	2	966	-	HERNIE DIAPHRAGMATIQUE, AVEC GANGRENE 
K450	K45.0	2	326	-	HERNIES ABDO. NCA, AVEC OCCLUSION, SANS GANGRENE
K451	K45.1	2	326	-	HERNIES ABDO. NCA, AVEC GANGRENE
K460	K46.0	2	286	-	HERNIE ABDO. SAI, AVEC OCCLUSION, SANS GANGRENE
K461	K46.1	2	690	-	HERNIE ABDO. SAI, AVEC GANGRENE 
K520	K52.0	2	219	-	GASTRO-ENTERITE ET COLITE DUES A UNE IRRAD.
K521	K52.1	2	219	-	GASTRO-ENTERITE ET COLITE TOXIQUES
K562	K56.2	2	39	-	VOLVULUS INTESTINAL
K563	K56.3	2	414	-	ILEUS BIL.
K567	K56.7	2	109	-	ILEUS, SAI
K605	K60.5	2	287	-	FISTULE ANO-RECTALE 
K610	K61.0	2	228	-	ABCES ANAL
K612	K61.2	2	228	-	ABCES ANO-RECTAL 
K614	K61.4	2	228	-	ABCES INTRASPHINCTERIEN
K625	K62.5	2	752	-	HEMORR. DE L'ANUS ET DU RECTUM
K631	K63.1	2	83	-	PERFO. DE L'INTESTIN 
K633	K63.3	2	942	-	ULCERE DE L'INTESTIN 
K700	K70.0	2	795	33	CIRRHOSE ALCOOLIQUE GRAISSEUSE DU FOIE
K701	K70.1	2	36	33	HEPATITE ALCOOLIQUE 
K702	K70.2	2	36	33	FIBROSE ET SCLEROSE ALCOOLIQUE DU FOIE
K703	K70.3	2	795	33	CIRRHOSE ALCOOLIQUE
K704	K70.4	2	613	33	INSUF. HEPATIQUE ALCOOLIQUE 
K709	K70.9	2	795	33	MAL. ALCOOLIQUE DU FOIE, SAI
K710	K71.0	2	60	33	MAL. TOXIQUE DU FOIE AVEC CHOLESTASE
